"Time"	csiR	csiD	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA
5950	0.7897507	0.0375710	0.1733611	0.0243139	0.2236338	0.1762061	0.6742483	0.3629923	0.6520781	0.7188707
6000	0.7618220	0.0266120	0.1805633	0.1019614	0.2227068	0.2676340	0.7091825	0.2910448	0.6123205	0.6888542
6050	0.7067942	0.0432704	0.1690005	0.1009221	0.3107040	0.2096573	0.6105451	0.2469678	0.6021262	0.6716470
6100	0.6497591	0.0433916	0.1655921	0.1514018	0.2625399	0.2785626	0.5257235	0.2243272	0.6271733	0.7675356
6150	0.8024422	0.0432926	0.1171364	0.0416512	0.3077476	0.2028287	0.6879461	0.3958470	0.6511051	0.7490035
6200	0.6206742	0.0300427	0.1319081	0.0874437	0.2461558	0.2241491	0.7337720	0.3303666	0.5526317	0.7574638
6250	0.6312276	0.0236580	0.1959910	0.1308434	0.3012704	0.2124483	0.9200494	0.3254164	0.5839610	0.6759557
6300	0.6975249	0.0403335	0.1805614	0.1181491	0.3239004	0.2989451	0.7715723	0.3074778	0.5883461	0.7985074
6350	0.7207018	0.0387509	0.1279222	0.1181364	0.3859912	0.1991102	0.6974683	0.3534371	0.6092852	0.6463604
6400	0.7144068	0.0230500	0.2163228	0.1345882	0.3061649	0.2165259	0.6835694	0.3752409	0.6221987	0.8319309
6450	0.7293607	0.0176210	0.1496331	0.1269926	0.2305060	0.2019394	0.6383949	0.4123524	0.6340524	0.8247739
6500	0.7464384	0.0292812	0.1388007	0.0999146	0.2693592	0.1913498	0.7589315	0.2921293	0.6008069	0.7131709
6550	0.7167620	0.0232374	0.1536282	0.0738783	0.3131340	0.2389364	0.7924579	0.2941030	0.6328719	0.6178582
6600	0.8154961	0.0512271	0.1896781	0.1007193	0.2720653	0.1869681	0.5888626	0.3326988	0.7005184	0.7124453
6650	0.7273418	0.0580269	0.1689357	0.0935902	0.2866741	0.2468108	0.7377238	0.3931615	0.5942945	0.7245452
6700	0.6964640	0.0536233	0.1449529	0.1111137	0.3612025	0.1741367	0.7475047	0.3695186	0.6607837	0.6964299
6750	0.6494244	0.0240029	0.1799098	0.1122908	0.2838184	0.2052359	0.6466910	0.3116482	0.7252951	0.7995347
6800	0.7116217	0.0228612	0.1318146	0.1564491	0.2723833	0.2317140	0.6069235	0.2754045	0.5830448	0.6755542
6850	0.5455774	0.0296649	0.1797324	0.1160405	0.2487908	0.1912053	0.7325050	0.3387905	0.5976143	0.7186845
6900	0.6148646	0.0473159	0.1812617	0.0708639	0.2756586	0.1752182	0.6657104	0.3771121	0.6209047	0.6992946
6950	0.6636336	0.0542824	0.1660366	0.0920028	0.2525246	0.2456399	0.7167964	0.2990495	0.6387675	0.8050506
7000	0.7438430	0.0399969	0.1757618	0.0808619	0.3228855	0.2182964	0.7756623	0.2908542	0.6509749	0.6936454
7050	0.6473164	0.0483662	0.1452222	0.0769236	0.3327473	0.2241315	0.7799820	0.3267607	0.6336662	0.8272963
7100	0.7106605	0.0668978	0.1630348	0.0795127	0.3633943	0.3191799	0.5849091	0.2759884	0.6933280	0.7349393
7150	0.6498027	0.0153065	0.2123934	0.0758328	0.3151746	0.2133548	0.7149153	0.3581508	0.6316141	0.6197822
7200	0.7220741	0.0167851	0.1784826	0.1114632	0.2582391	0.2916336	0.6126871	0.3357469	0.7973577	0.6646857
7250	0.7168838	0.0390185	0.2145950	0.0955705	0.2694948	0.2087564	0.6608545	0.3216529	0.6036809	0.6925298
7300	0.7411113	0.0403715	0.1615019	0.1132699	0.3252948	0.2144118	0.7333175	0.1850389	0.5277751	0.8359021
7350	0.7070631	0.0307703	0.1592406	0.1613460	0.2457407	0.2637359	0.6412278	0.2735835	0.6609110	0.5965540
7400	0.7132145	0.0360283	0.1634732	0.1205487	0.2910557	0.1887603	0.7230911	0.2280253	0.6119895	0.7779901
7450	0.6780578	0.0231979	0.1471039	0.0657879	0.2350307	0.2438034	0.6963781	0.3023516	0.6364088	0.6790268
7500	0.6885388	0.0383907	0.1254995	0.1412176	0.2199851	0.2110921	0.7317578	0.3121113	0.5598880	0.6101914
7550	0.6552726	0.0545264	0.1033136	0.1013291	0.2872467	0.1828259	0.6539402	0.2831595	0.6548812	0.7508526
7600	0.6142461	0.0390930	0.2418931	0.0662551	0.2801035	0.2088659	0.8684293	0.3393675	0.5968626	0.6296896
7650	0.5837620	0.0574619	0.2425376	0.1195688	0.2299966	0.1339002	0.8221964	0.3834389	0.5859129	0.7198156
7700	0.6787579	0.0374390	0.1801888	0.1107293	0.2865190	0.1940751	0.6646136	0.3016572	0.6802821	0.6805320
7750	0.6822323	0.0276394	0.2023605	0.1481833	0.3267585	0.2244575	0.6144143	0.2575649	0.6238941	0.7879436
7800	0.7263569	0.0274410	0.1848851	0.1336573	0.2569116	0.2242981	0.6807095	0.2915493	0.6150998	0.6630994
7850	0.8479809	0.0364965	0.2143561	0.0992915	0.3036145	0.2263571	0.8132543	0.3616369	0.6339889	0.5348047
7900	0.6553684	0.0279020	0.1821418	0.1314884	0.3514154	0.2028131	0.7521656	0.3233431	0.6043068	0.7611504
7950	0.7569292	0.0089870	0.1457636	0.0755562	0.3074026	0.1987374	0.7071136	0.2607460	0.6935007	0.6032038
8000	0.7434495	0.0576212	0.1982713	0.1060900	0.2548272	0.2025400	0.6989718	0.3406198	0.6659352	0.6647179
8050	0.7559367	0.0149642	0.2003443	0.0945813	0.2318478	0.2403614	0.7655833	0.3225076	0.6927835	0.7339600
8100	0.7813055	0.0362439	0.2043463	0.1150749	0.2435277	0.2876115	0.8431597	0.2871201	0.6293735	0.6453038
8150	0.7360049	0.0503411	0.1695119	0.1162768	0.2422607	0.2235718	0.7297788	0.2989898	0.5515070	0.7397279
8200	0.8841937	0.0944006	0.1876185	0.1230296	0.3622404	0.2319948	0.6754980	0.2799663	0.7666141	0.5890336
8250	0.6986490	0.0339046	0.1312288	0.1232814	0.2375472	0.1977634	0.6446832	0.2914018	0.6783122	0.8356290
8300	0.7516366	0.0375321	0.1265802	0.1550682	0.1703502	0.1949328	0.6527942	0.3178373	0.6853508	0.6374228
8350	0.7061712	0.0330447	0.1074868	0.0569928	0.2425806	0.1793967	0.5858782	0.2572796	0.6120737	0.6367681
8400	0.6711796	0.0274931	0.1279380	0.1103882	0.3578553	0.1940265	0.6094225	0.4557622	0.5267188	0.6846164
8450	0.7429096	0.0366494	0.1741481	0.1106731	0.2896643	0.2164436	0.7364687	0.2968833	0.5882635	0.6234653
8500	0.6989687	0.0728654	0.2115125	0.1001858	0.2722067	0.2545908	0.6758656	0.3187492	0.6285896	0.7151979
8550	0.7663421	0.0266516	0.1288740	0.1047605	0.2972348	0.2329662	0.8409413	0.2988755	0.6375905	1.0000000
8600	0.5688980	0.0153376	0.1143469	0.0982990	0.3265836	0.2183729	0.7268608	0.2730995	0.5815096	0.7603099
8650	0.7417699	0.0712611	0.1649254	0.1006437	0.3772401	0.1818039	0.5632712	0.2259856	0.5726464	0.8158231
8700	0.6436916	0.0331708	0.1293417	0.1329497	0.3080849	0.2085838	0.6273048	0.2682278	0.7130222	0.6599718
8750	0.6748237	0.0350201	0.1506401	0.0854942	0.3161065	0.2038572	0.7252974	0.2834790	0.6580619	0.8074265
8800	0.6765762	0.0136389	0.2518508	0.0931520	0.3073823	0.2450887	0.7833804	0.2972537	0.6493016	0.6148948
8850	0.7193042	0.0342785	0.1932465	0.1073788	0.2649522	0.2340063	0.7192801	0.2470943	0.6611157	0.6221576
8900	0.7044077	0.0349744	0.1363053	0.1086847	0.3151886	0.2037777	0.6303364	0.3354278	0.6418705	0.7507721
8950	0.6371315	0.0133475	0.1217420	0.0804940	0.2800601	0.2159271	0.8214767	0.3009352	0.5477307	0.6479616
9000	0.7962932	0.0558346	0.1167062	0.1212408	0.3100939	0.2272859	0.7945642	0.2412854	0.6609311	0.7186941
9050	0.7402728	0.0252095	0.1978645	0.1199360	0.2598954	0.2729615	0.7206063	0.2961457	0.6915641	0.7113254
9100	0.7307627	0.0264679	0.1872868	0.0670951	0.2575242	0.1849037	0.6125724	0.3485517	0.5712312	0.6396536
9150	0.6358144	0.0492659	0.1690094	0.1228390	0.2894262	0.1883444	0.8305547	0.3818074	0.6455125	0.5627161
9200	0.7027749	0.0525287	0.1249697	0.1194495	0.3306850	0.2004296	0.7495288	0.3615809	0.5687276	0.7107952
9250	0.6313712	0.0300560	0.1648946	0.0864988	0.3508894	0.2620444	0.6245834	0.3014819	0.6701487	0.7000819
9300	0.7064355	0.0118182	0.1164626	0.0439770	0.2447616	0.2248849	0.8216691	0.2991047	0.7461577	0.6623791
9350	0.6166531	0.0493891	0.1704036	0.0536650	0.2385748	0.1990200	0.6946734	0.4210246	0.6296013	0.6825427
9400	0.7040784	0.0228957	0.2146762	0.0641984	0.3416479	0.3023297	0.8774422	0.3506755	0.8287233	0.6945684
9450	0.8731345	0.0668489	0.1963569	0.0512645	0.3431186	0.1640551	0.6538939	0.3735624	0.7295935	0.6959050
9500	0.6306791	0.0346794	0.1264746	0.0731463	0.2725745	0.1964824	0.7165237	0.3277595	0.6160094	0.8586661
9550	0.6975579	0.0521318	0.2319180	0.0706994	0.2687162	0.2039699	0.6937944	0.3637632	0.6721666	0.7095426
9600	0.7323633	0.0765252	0.1888377	0.1932053	0.2563452	0.2379742	0.7170233	0.2928496	0.6448805	0.5780355
9650	0.8485841	0.0483972	0.1949956	0.1305360	0.3100007	0.1857630	0.7696168	0.4350872	0.6456177	0.8368987
9700	0.7704631	0.0388704	0.2234102	0.1953778	0.3060379	0.1683273	0.7687795	0.3548143	0.5928499	0.6996633
9750	0.6995411	0.0621881	0.2673892	0.2193667	0.3240058	0.1994245	0.6428890	0.2625609	0.6178761	0.6914421
9800	0.7150919	0.0381146	0.1321113	0.2276028	0.2525244	0.2825516	0.7203419	0.2014326	0.5508906	0.6224539
9850	0.7095129	0.0215432	0.1765476	0.1064001	0.3095824	0.1952878	0.7417497	0.2923792	0.7055421	0.7330149
9900	0.7498432	0.0680804	0.1348094	0.1274233	0.2373689	0.1262832	0.6445456	0.3212497	0.5950469	0.7812326
9950	0.6559071	0.0258858	0.1401320	0.0543662	0.2566835	0.2249978	0.5763659	0.3248577	0.6867839	0.7197474
10000	0.6556042	0.0252863	0.1258178	0.1168516	0.2506892	0.1929946	0.7325710	0.4304157	0.5627036	0.7365126

0	0.7188773	0.0376573	0.1893780	0.1197801	0.3163195	0.2092555	0.7792155	0.3011596	0.7699796	0.7699548
50	0.7063460	0.0387150	0.1792777	0.0826711	0.2953816	0.6912786	0.7877058	0.2114408	0.5649584	0.1184456
100	0.8075296	0.0556874	0.1465788	0.0642239	0.3552994	0.7490611	0.7327857	0.0611421	0.4703888	0.1210347
150	0.7014511	0.0198263	0.0662925	0.1014870	0.3327568	0.7456370	0.5198557	0.0684836	0.3915890	0.1481892
200	0.6480261	0.0310625	0.0805833	0.0602920	0.3068042	0.7226325	0.5879275	0.0391087	0.3983272	0.0814368
250	0.7184330	0.0407360	0.1060349	0.0714198	0.2032479	0.6112479	0.7297499	0.0408055	0.3921103	0.0845003
300	0.6513551	0.0314803	0.0733792	0.0444823	0.2516649	0.6534885	0.7999948	0.0345031	0.2891500	0.0635109
350	0.7775179	0.0357951	0.0998484	0.0490488	0.1955169	0.5778367	0.7162311	0.0519344	0.3223762	0.1031816
400	0.8320713	0.0343052	0.0855752	0.0097144	0.2099569	0.6364014	0.7438479	0.0443085	0.2832297	0.1236640
450	0.6226008	0.0206995	0.0757049	0.0535654	0.2103860	0.6430022	0.7038261	0.0500462	0.3297733	0.0954465
500	0.7673505	0.0262317	0.0579180	0.0425899	0.1724843	0.7328491	0.7126988	0.0329939	0.3446215	0.0482657
550	0.7115057	0.0229757	0.0381288	0.0212251	0.2551701	0.7210649	0.6659919	0.0181340	0.3117322	0.0795032
600	0.6700527	0.0280626	0.1237010	0.0143215	0.1614250	0.6410796	0.6066035	0.0578850	0.3451795	0.0838138
650	0.7368335	0.0181987	0.1040491	0.0372474	0.2197652	0.6524930	0.7554675	0.0330656	0.4086454	0.0738144
700	0.6759066	0.0483068	0.0993835	0.0397531	0.1485123	0.6517858	0.7388768	0.0486351	0.3674502	0.1077108
750	0.8434553	0.0459263	0.1419979	0.0310743	0.2022527	0.5810737	0.6647569	0.0888482	0.2799135	0.0656454
800	0.7784492	0.0421403	0.0796011	0.0262989	0.2805566	0.6548095	0.6543750	0.0500593	0.3141394	0.0705264
850	0.7282347	0.0676245	0.0589985	0.0445971	0.2808629	0.6204235	0.5342694	0.0554609	0.2914289	0.1468442
900	0.6550190	0.0554258	0.0651390	0.0427895	0.2003932	0.7427178	0.7399586	0.0571472	0.3835935	0.0783899
950	0.7375511	0.0266382	0.0675876	0.0425567	0.2126297	0.7279213	0.6716982	0.0459305	0.4045672	0.1093116
1000	0.7346000	0.0678262	0.0714321	0.0299756	0.2519351	0.5408106	0.7051562	0.0355626	0.2533017	0.1232815
1050	0.6434963	0.0155684	0.0467090	0.0174435	0.1903108	0.6556725	0.6433354	0.0424889	0.3718182	0.0570640
1100	0.7285433	0.0209872	0.1255508	0.0194325	0.1515817	0.6204397	0.6453562	0.0461091	0.3429686	0.0343550
1150	0.7801896	0.0242264	0.0779591	0.0372426	0.1484708	0.6345702	0.8110229	0.0400628	0.2690504	0.1412168
1200	0.7187970	0.0531630	0.0791879	0.0419764	0.1874382	0.6347872	0.8415605	0.0504782	0.3921980	0.0708124
1250	0.7519215	0.0309476	0.0715908	0.0404898	0.2385725	0.7221747	0.7608863	0.1107640	0.3692835	0.1306926
1300	0.7869644	0.0724474	0.1074134	0.0325475	0.2010689	0.5561458	0.7992555	0.0572788	0.3841267	0.0877302
1350	0.7333148	0.0480658	0.1009047	0.0401128	0.2363605	0.6045994	0.7171074	0.0730669	0.3484577	0.1012464
1400	0.7526172	0.0359416	0.0729544	0.0290741	0.1740877	0.7939651	0.7152516	0.0533546	0.3928096	0.0932564
1450	0.6565932	0.0387109	0.0991726	0.0555308	0.1788379	0.5291483	0.5279337	0.0340245	0.3309878	0.0788355
1500	0.6961097	0.0286215	0.0718550	0.0368600	0.1783602	0.5807423	0.7390721	0.0425802	0.2531231	0.0546961
1550	0.8934656	0.0338265	0.0436833	0.0410402	0.2433950	0.6116440	0.6708777	0.0728552	0.3001678	0.0838851
1600	0.6799708	0.0464882	0.0892514	0.0475642	0.1509204	0.7345606	0.8019085	0.0244762	0.3439786	0.1375591
1650	0.6694789	0.0220622	0.0763151	0.0296620	0.1383947	0.6724228	0.7418136	0.0603406	0.2763421	0.0578104
1700	0.6270974	0.0191489	0.0822487	0.0488266	0.1931828	0.7871761	0.7052846	0.0418436	0.3125995	0.1218955
1750	0.6174014	0.0315681	0.1145910	0.0237796	0.2321349	0.6758474	0.6773151	0.0567261	0.2528226	0.1056525
1800	0.6616885	0.0226101	0.1198167	0.0304282	0.1601614	0.5589816	0.6404901	0.0613879	0.3194092	0.0800509
1850	0.6779892	0.0201654	0.0758330	0.0317582	0.1970369	0.6251705	0.8313797	0.0539697	0.3112841	0.1358973
1900	0.6682975	0.0367016	0.0846544	0.0238589	0.1548222	0.6934554	0.6986057	0.0748090	0.3271500	0.0801795
1950	0.8261365	0.0400536	0.0797775	0.0250005	0.2154397	0.7224294	0.7502684	0.0394379	0.3435070	0.0561259
2000	0.7084824	0.0399675	0.0477130	0.0163423	0.2724551	0.6400653	0.6689294	0.0431520	0.3351715	0.1104139
2050	0.8312861	0.0391622	0.1113910	0.0300690	0.1973096	0.7587564	0.6349270	0.0408834	0.2851506	0.0852070
2100	0.5759096	0.0176882	0.1132631	0.0415647	0.2283856	0.6419420	0.7235157	0.0193589	0.3401922	0.0834908
2150	0.6738459	0.0372308	0.0910389	0.0180500	0.1551962	0.6728678	0.8277866	0.0846820	0.2584477	0.0928847
2200	0.6803666	0.0289680	0.0555064	0.0435754	0.1343958	0.7203477	0.7047425	0.0511212	0.3796287	0.0826218
2250	0.6689973	0.0537095	0.0759953	0.0080035	0.1632800	0.5847784	0.7762131	0.0403304	0.3694275	0.0900845
2300	0.7839227	0.0591345	0.0710800	0.0249458	0.2399339	0.6620770	0.6896989	0.0706870	0.2636056	0.1581003
2350	0.7800699	0.0206280	0.1093778	0.0194308	0.1500565	0.5243731	0.7136332	0.0718848	0.3662784	0.0987439
2400	0.6884045	0.0317798	0.0930296	0.0546471	0.2232487	0.6988155	0.6367547	0.0605021	0.3142316	0.0917789
2450	0.7406433	0.0476745	0.0839846	0.0260002	0.1933167	0.6267793	0.7896910	0.0409355	0.2434035	0.1081256
2500	0.6924109	0.0149866	0.0634346	0.0075724	0.1682499	0.6622974	0.6881969	0.0317889	0.2378918	0.0799005
2550	0.7018906	0.0242477	0.0792382	0.0088167	0.1280943	0.6468115	0.6344458	0.0484032	0.2529617	0.1152112
2600	0.6807379	0.0331368	0.0610008	0.0256284	0.2395165	0.6412776	0.6594465	0.0598541	0.2983382	0.1063119
2650	0.6232623	0.0224578	0.1055716	0.0123123	0.1972565	0.6644041	0.6628855	0.0637796	0.3679810	0.1078040
2700	0.7639763	0.0181516	0.0644575	0.0301458	0.2045945	0.5892972	0.6199909	0.0326640	0.3178941	0.0995702
2750	0.7003464	0.0527576	0.0800721	0.0391739	0.1680668	0.6951652	0.5934943	0.0564298	0.3157816	0.0954096
2800	0.7021061	0.0461969	0.0716123	0.0279149	0.1748981	0.5472548	0.7308892	0.0708346	0.2456991	0.1078762
2850	0.7110745	0.0248119	0.0424869	0.0362696	0.1948794	0.6380353	0.6807406	0.0641622	0.3155620	0.0692709
2900	0.7286828	0.0477858	0.0995240	0.0446977	0.1352735	0.6939135	0.7818702	0.0478848	0.3207068	0.0937758
2950	0.7614721	0.0404725	0.0706875	0.0626513	0.1355299	0.5890677	0.7051392	0.0503646	0.3528342	0.0588791
3000	0.6860674	0.0270099	0.1013120	0.0455268	0.1706500	0.6554908	0.6722641	0.0724370	0.4148849	0.1142639
3050	0.7615830	0.0450442	0.0478528	0.0256391	0.1680151	0.6905160	0.7468041	0.0618426	0.4260596	0.0700077
3100	0.6784094	0.0387114	0.1169691	0.0230024	0.2175778	0.6165080	0.6317789	0.0501092	0.3055941	0.0905095
3150	0.6900427	0.0445007	0.0692385	0.0185581	0.1436204	0.5305902	0.7568590	0.0528874	0.2408611	0.0613061
3200	0.5952057	0.0237494	0.0672690	0.0322137	0.2094412	0.6031492	0.7817828	0.0456387	0.3478564	0.0787181
3250	0.6667266	0.0447150	0.1124829	0.0213533	0.2109035	0.6700791	0.6150861	0.0350849	0.2701377	0.0812842
3300	0.6550119	0.0278509	0.1175590	0.0630821	0.1851369	0.7892594	0.7030898	0.0565991	0.3028007	0.1308684
3350	0.6315278	0.0945924	0.0905802	0.0331800	0.2528511	0.7375511	0.6659104	0.0427716	0.2705202	0.0810759
3400	0.6513171	0.0328695	0.0953198	0.0437183	0.1817575	0.6228899	0.7745875	0.0501439	0.2966485	0.0726840
3450	0.6928015	0.0484191	0.0470170	0.0185432	0.1611088	0.7556997	0.6867610	0.0693359	0.3550193	0.0978323
3500	0.6176065	0.0345305	0.0819124	0.0180295	0.1208456	0.7854607	0.7956913	0.0768939	0.3035851	0.0832501
3550	0.6875464	0.0373510	0.0598775	0.0195202	0.1338666	0.6615572	0.7009503	0.0900320	0.3314082	0.1067182
3600	0.6600340	0.0277487	0.1019384	0.0327947	0.1569797	0.5955223	0.6659314	0.0527431	0.2599884	0.1146867
3650	0.7746990	0.0190148	0.0957565	0.0263077	0.2036860	0.5215163	0.7445724	0.0547498	0.2801789	0.1368339
3700	0.6691087	0.0265208	0.0750129	0.0786107	0.1695496	0.6874850	0.6384225	0.0390119	0.2011103	0.1029592
3750	0.6523755	0.0212307	0.1062885	0.0153388	0.1386152	0.7198766	0.6486517	0.0559611	0.2858094	0.0784224
3800	0.6097693	0.0435130	0.1151507	0.0293260	0.1688087	0.5914640	0.6312925	0.0568371	0.2683456	0.0884724
3850	0.7040960	0.0696564	0.1417180	0.1115615	0.1846171	0.5943934	0.8490434	0.0456522	0.2544439	0.0970026
3900	0.6858934	0.0515062	0.1192511	0.0391918	0.2084967	0.6382840	0.7690060	0.0563006	0.2788306	0.0662501
3950	0.8417709	0.0217888	0.0531906	0.0654271	0.2331253	0.6208915	0.6398623	0.0423168	0.3265898	0.0702881
4000	0.7748923	0.0478957	0.0575538	0.0437136	0.1404378	0.7306077	0.5654735	0.0658855	0.4018642	0.0695991
4050	0.7108481	0.0188808	0.0723911	0.0480094	0.2053082	0.6767840	0.6398709	0.0918214	0.4136661	0.0640120
4100	0.6811962	0.0425993	0.0949831	0.0356885	0.1804607	0.6549005	0.6930638	0.0433535	0.3416984	0.1248681
4150	0.7410173	0.0410475	0.0339219	0.0386792	0.2006307	0.5842121	0.8503099	0.0733973	0.3461865	0.1271127
4200	0.5826906	0.0513217	0.0374253	0.0253800	0.2228218	0.6540943	0.7777326	0.1032399	0.2959158	0.0822337
4250	0.7652470	0.0585783	0.0843311	0.0188222	0.2728641	0.6884803	0.7196046	0.0630071	0.3114841	0.1282882
4300	0.6389790	0.0295510	0.0815341	0.0307508	0.1565885	0.6335721	0.6284365	0.0561542	0.4010207	0.0765900
4350	0.6776013	0.0538579	0.1290029	0.0390432	0.1979958	0.6862281	0.5712731	0.0475211	0.3409464	0.0794144
4400	0.6764481	0.0424335	0.0860683	0.0418134	0.1434885	0.7380738	0.7984056	0.0462227	0.2823029	0.0908409
4450	0.6115246	0.0220304	0.1259613	0.0418128	0.1885389	0.5157097	0.6674515	0.0524470	0.3749456	0.0551798
4500	0.7509772	0.0338872	0.0755112	0.0450035	0.2567944	0.6765097	0.6497722	0.0528638	0.3073881	0.0945134
4550	0.9024968	0.0367050	0.1268411	0.0398138	0.1551619	0.5395308	0.7657298	0.0505974	0.3890185	0.1443376
4600	0.7463994	0.0273694	0.0798251	0.0367096	0.2170000	0.5193906	0.6203704	0.0486418	0.2638485	0.0859491
4650	0.5776780	0.0849069	0.1048348	0.0268201	0.1531539	0.6148664	0.6501221	0.0574689	0.3580744	0.1022362
4700	0.7063282	0.0376920	0.0944592	0.0481157	0.1952690	0.7907640	0.6769470	0.0583929	0.3329233	0.1112150
4750	0.6542524	0.0145732	0.0991149	0.0377274	0.2441412	0.6445733	0.7985225	0.0668293	0.2558495	0.0899377
4800	0.7410405	0.0409756	0.1271725	0.0240662	0.2211472	0.7470230	0.6850560	0.0801078	0.3219043	0.0855356
4850	0.6892929	0.0482702	0.0661428	0.0242864	0.2677665	0.6325685	0.7282485	0.0498217	0.3348500	0.0917436
4900	0.6440201	0.0468719	0.1193100	0.0677603	0.2082527	0.6644204	0.7040239	0.0490898	0.3935167	0.1015368
4950	0.6541015	0.0327652	0.1238810	0.0339659	0.2327831	0.6739396	0.7457210	0.0568860	0.3713268	0.1176364
5000	0.7431257	0.0332387	0.0874215	0.0898423	0.1824275	0.5674539	0.7216706	0.0438149	0.3572052	0.1159483
5050	0.7881492	0.0598137	0.0795566	0.0257602	0.1986417	0.2885780	0.6430501	0.0782382	0.4168724	0.6040360
5100	0.7474450	0.0432661	0.0124702	0.0225266	0.1230170	0.3559448	0.5479407	0.1978087	0.5913065	0.6456545
5150	0.5768109	0.0369161	0.0704748	0.0177695	0.0706493	0.1564487	0.7271960	0.1933353	0.5713056	0.8986316
5200	0.6264641	0.0304703	0.0705069	0.0076089	0.0984574	0.2329742	0.8212543	0.3299582	0.5867502	0.7677869
5250	0.6846903	0.0357411	0.0986913	0.0221069	0.1877593	0.1642278	0.6633979	0.2675191	0.6235177	0.6767133
5300	0.7034562	0.0310078	0.1319404	0.0647454	0.1845750	0.2643013	0.6216521	0.3347939	0.6081220	0.6970400
5350	0.8753719	0.0265447	0.1924036	0.0763887	0.1949663	0.2351658	0.7079325	0.3859402	0.5934514	0.6211405
5400	0.7178266	0.0507458	0.1879661	0.0809001	0.2450591	0.2529258	0.6821744	0.3277259	0.5742128	0.7395050
5450	0.6455131	0.0630280	0.1821360	0.0726824	0.3652045	0.2535401	0.7604597	0.2735519	0.5622254	0.6126236
5500	0.7201690	0.0268242	0.1876148	0.1316663	0.3484254	0.1885818	0.5921445	0.3195239	0.7280668	0.6050532
5550	0.6799666	0.0310885	0.1528440	0.0785039	0.3147175	0.2307826	0.6814716	0.2947031	0.6168237	0.6211344
5600	0.5908957	0.0301618	0.1484793	0.0781344	0.3165466	0.1764394	0.7736242	0.2994133	0.6035557	0.6393252
5650	0.6347917	0.0268976	0.1303205	0.0631497	0.3031996	0.3529919	0.5928462	0.3386172	0.7433864	0.7306836
5700	0.6685831	0.0407861	0.1175725	0.0831030	0.2218212	0.2043256	0.6596067	0.3006837	0.7577102	0.7491962
5750	0.8008552	0.0861852	0.1371504	0.0633612	0.2203694	0.2898803	0.7121812	0.3175896	0.7028954	0.7956732
5800	0.5834056	0.0347975	0.1147003	0.0519154	0.2293746	0.2236368	0.5780953	0.4605125	0.7207275	0.6859883
5850	0.7579672	0.0221103	0.1595614	0.1034847	0.1804091	0.2026377	0.7625119	0.2735235	0.7321193	0.6386540
5900	0.6205804	0.0245594	0.1440056	0.0697760	0.2058262	0.2589589	0.7538121	0.3119775	0.7461920	0.7625012
5950	0.7606001	0.0492509	0.1494430	0.0741804	0.2338776	0.2350292	0.8022605	0.2305198	0.6877665	0.6570941
6000	0.6583329	0.0425601	0.1170601	0.0984491	0.2355437	0.2546325	0.6304591	0.3115980	0.5619479	0.7625233
6050	0.6291549	0.0404597	0.0966996	0.0894567	0.2172402	0.2411427	0.5851234	0.2213227	0.6013482	0.6386250
6100	0.7141717	0.0190707	0.1285283	0.0911652	0.1844071	0.2179834	0.8057409	0.3292499	0.5544658	0.7591132
6150	0.7697716	0.0450562	0.1644994	0.0830179	0.2040141	0.1943341	0.6816541	0.3228779	0.6990721	0.6462845
6200	0.6915521	0.0433235	0.1332641	0.1057051	0.3668519	0.2706896	0.6568797	0.3425385	0.8411969	0.7993402
6250	0.7159906	0.0300629	0.1759092	0.0944972	0.2358629	0.2427280	0.6282217	0.2575747	0.6418001	0.7151111
